,0
8722,-15357.25
8723,-14996.25
8724,-14473.5
8725,-14615.0
8726,-14268.75
8727,-14318.5
8728,-14561.25
8729,-14718.25
8730,-14374.0
8731,-14361.75
8732,-14419.0
8733,-14460.5
8734,-14298.0
8735,-14340.25
8736,-14194.0
8737,-14344.5
8738,-14459.75
8739,-14626.25
8740,-14684.75
8741,-14671.25
8742,-14710.0
8743,-14781.5
8744,-14736.75
8745,-14964.75
8746,-14704.75
8747,-14676.75
8748,-14547.0
8749,-14394.0
8750,-14448.75
8751,-14333.5
8752,-14382.5
8753,-14651.25
8754,-14545.5
8755,-14348.0
8756,-14109.0
8757,-13912.75
8758,-13849.5
8759,-14217.0
8760,-14285.25
8761,-14325.5
8762,-14246.5
8763,-14369.75
8764,-14604.75
8765,-14618.5
8766,-14514.25
8767,-14364.5
8768,-14286.0
8769,-14101.5
8770,-13900.25
8771,-13868.5
8772,-13843.25
8773,-13704.25
8774,-13992.0
8775,-14306.25
8776,-14357.5
8777,-14184.25
8778,-14123.0
8779,-14101.0
8780,-14153.75
8781,-14449.0
8782,-14565.0
8783,-14665.0
8784,-14533.5
8785,-14373.25
8786,-14461.75
8787,-14407.0
8788,-14675.0
8789,-14624.25
8790,-14617.25
8791,-14783.0
8792,-14540.0
8793,-14259.5
8794,-14080.0
8795,-13991.25
8796,-13856.75
8797,-13993.5
8798,-13964.5
8799,-14237.75
8800,-14561.0
8801,-14420.5
8802,-14288.5
8803,-14377.75
8804,-14189.75
8805,-14338.5
8806,-14681.75
8807,-14392.0
8808,-14269.75
8809,-14126.75
8810,-13949.25
8811,-14136.25
8812,-14153.75
8813,-14200.0
8814,-14074.75
8815,-13935.0
8816,-14102.0
8817,-13956.75
8818,-13913.5
8819,-14004.25
8820,-14062.0
8821,-14309.0
8822,-14015.75
8823,-13818.75
8824,-13770.0
8825,-13931.5
8826,-14013.0
8827,-14220.5
8828,-14192.5
8829,-13941.0
8830,-14236.25
8831,-14384.5
8832,-14188.0
8833,-14130.0
8834,-14003.75
8835,-14115.75
8836,-14223.0
8837,-13990.25
8838,-14100.5
8839,-14497.5
8840,-14486.75
8841,-14373.0
8842,-14135.75
8843,-14037.75
8844,-14172.5
8845,-14048.0
8846,-13994.0
8847,-14160.0
8848,-14412.25
8849,-14780.5
8850,-14598.5
8851,-14376.25
8852,-14240.75
8853,-14162.75
8854,-14057.0
8855,-13843.75
8856,-13796.75
8857,-13737.0
8858,-13721.5
8859,-13859.0
8860,-13764.5
8861,-13711.25
8862,-13728.0
8863,-13734.0
8864,-13748.25
8865,-13921.75
8866,-14010.5
8867,-14083.75
8868,-14025.0
8869,-14216.75
8870,-14163.25
8871,-14136.25
8872,-14383.25
8873,-14524.0
8874,-14390.75
8875,-14146.25
8876,-14306.25
8877,-13963.75
8878,-14113.75
8879,-13967.5
8880,-13938.25
8881,-13685.25
8882,-13822.25
8883,-13959.25
8884,-13836.75
8885,-13773.5
8886,-14082.0
8887,-14110.75
8888,-14181.5
8889,-14095.75
8890,-14321.5
8891,-14612.0
8892,-14605.5
8893,-14595.0
8894,-14699.75
8895,-14578.5
8896,-14380.0
8897,-14285.25
8898,-14145.0
8899,-14295.5
8900,-14307.0
8901,-14269.5
8902,-14087.0
8903,-14004.75
8904,-14105.5
8905,-13992.0
8906,-13993.0
8907,-13922.5
8908,-13740.75
8909,-13887.25
8910,-13861.5
8911,-13901.75
8912,-13912.5
8913,-14134.0
8914,-14426.75
8915,-14520.5
8916,-14654.75
8917,-14501.75
8918,-14476.25
8919,-14392.25
8920,-14140.75
8921,-13895.5
8922,-14133.0
8923,-14244.25
8924,-14261.0
8925,-14169.25
8926,-14156.25
8927,-14100.75
8928,-14119.0
8929,-13767.5
8930,-13792.0
8931,-14221.0
8932,-14569.0
8933,-14688.25
8934,-14660.25
8935,-14520.5
8936,-14398.5
8937,-14061.0
8938,-13971.5
8939,-14107.75
8940,-14082.0
8941,-14040.5
8942,-14246.0
8943,-14265.25
8944,-14332.25
8945,-14334.5
8946,-14013.5
8947,-13956.5
8948,-14101.0
8949,-14096.0
8950,-14109.0
8951,-14063.25
8952,-14007.75
8953,-13929.5
8954,-13757.25
8955,-13485.25
8956,-13575.75
8957,-13693.75
8958,-13811.5
8959,-13846.0
8960,-13842.5
8961,-13837.5
8962,-13617.25
8963,-13424.75
8964,-13571.25
8965,-14013.0
8966,-14016.25
8967,-13878.0
8968,-13982.0
8969,-13872.25
8970,-13994.0
8971,-14156.0
8972,-13834.0
8973,-13693.25
8974,-13984.25
8975,-14082.0
8976,-13963.25
8977,-13773.25
8978,-13567.75
8979,-13292.75
8980,-13359.75
8981,-13565.75
8982,-13582.75
8983,-13391.75
8984,-13207.0
8985,-12915.25
8986,-12888.75
8987,-12845.0
8988,-12817.75
8989,-12760.5
8990,-12597.75
8991,-12733.75
8992,-12712.5
8993,-12728.5
8994,-12584.75
8995,-12315.0
8996,-12180.0
8997,-12185.75
8998,-12256.0
8999,-11889.25
9000,-11553.5
9001,-11332.25
9002,-11364.0
9003,-11216.0
9004,-11171.75
9005,-11423.5
9006,-11484.75
9007,-11606.0
9008,-11456.25
9009,-10983.25
9010,-10731.25
9011,-10318.0
9012,-9868.246
9013,-9668.496
9014,-9731.996
9015,-9397.746
9016,-9528.746
9017,-9247.746
9018,-8892.746
9019,-9049.996
9020,-8911.746
9021,-8873.746
9022,-8916.746
9023,-8737.746
9024,-8430.246
9025,-8667.996
9026,-8805.496
9027,-8893.996
9028,-8844.996
9029,-8785.996
9030,-8644.996
9031,-8887.746
9032,-8646.496
9033,-8538.996
9034,-8337.246
9035,-8261.246
9036,-8250.746
9037,-8056.246
9038,-8175.496
9039,-8594.746
9040,-8577.996
9041,-8685.496
9042,-8727.496
9043,-8874.496
9044,-8919.496
9045,-9062.996
9046,-9345.496
9047,-9133.246
9048,-8813.496
9049,-8741.746
9050,-8943.746
9051,-9070.746
9052,-9153.246
9053,-9219.996
9054,-9272.496
9055,-9753.496
9056,-9970.246
9057,-10174.25
9058,-10217.0
9059,-10561.75
9060,-10495.5
9061,-10464.0
9062,-10309.5
9063,-10097.25
9064,-10223.75
9065,-10129.5
9066,-10419.75
9067,-10410.75
9068,-10532.0
9069,-10830.75
9070,-10842.0
9071,-10886.5
9072,-11168.75
9073,-11030.0
9074,-11182.75
9075,-11276.75
9076,-11121.5
9077,-11028.75
9078,-11047.0
9079,-11147.0
9080,-11351.0
9081,-11154.25
9082,-10853.25
9083,-10807.75
9084,-10911.75
9085,-11074.25
9086,-11062.5
9087,-11330.25
9088,-11558.5
9089,-11772.25
9090,-11602.25
9091,-11569.75
9092,-11374.25
9093,-11964.75
9094,-12349.0
9095,-12112.25
9096,-12300.0
9097,-12217.25
9098,-12060.25
9099,-12104.25
9100,-11805.5
9101,-11672.25
9102,-11850.25
9103,-11868.25
9104,-11680.5
9105,-11916.0
9106,-12264.5
9107,-12373.75
9108,-12282.25
9109,-12395.75
9110,-12501.75
9111,-12539.75
9112,-12484.0
9113,-12894.75
9114,-12696.75
9115,-12443.5
9116,-12404.75
9117,-12339.75
9118,-12192.5
9119,-12165.0
9120,-12169.5
9121,-12466.0
9122,-12644.75
9123,-12676.0
9124,-12518.5
9125,-12411.5
9126,-12249.0
9127,-12308.5
9128,-12360.25
9129,-12198.5
9130,-12435.75
9131,-12554.75
9132,-12579.5
9133,-12619.25
9134,-12516.75
9135,-12691.0
9136,-12464.0
9137,-12379.75
9138,-12465.25
9139,-12301.0
9140,-12280.25
9141,-12503.0
9142,-12456.0
9143,-12449.0
9144,-12386.5
9145,-12594.25
9146,-12845.25
9147,-12762.5
9148,-12743.75
9149,-12545.5
9150,-12604.25
9151,-12562.25
9152,-12475.75
9153,-12676.5
9154,-12844.75
9155,-12736.25
9156,-12551.25
9157,-12709.0
9158,-12586.0
9159,-12521.75
9160,-12682.5
9161,-12747.0
9162,-12960.25
9163,-13196.25
9164,-13060.75
9165,-13096.75
9166,-12966.5
9167,-13036.25
9168,-12968.5
9169,-12895.25
9170,-12681.75
9171,-12613.75
9172,-12727.5
9173,-13039.75
9174,-13463.0
9175,-13347.75
9176,-13320.0
9177,-13096.0
9178,-12919.75
9179,-12936.75
9180,-13052.25
9181,-13123.75
9182,-13272.75
9183,-13473.25
9184,-13170.25
9185,-13267.75
9186,-13195.0
9187,-13006.75
9188,-13163.25
9189,-13315.0
9190,-13181.5
9191,-13141.75
9192,-13385.75
9193,-13506.5
9194,-13544.75
9195,-13589.75
9196,-13599.25
9197,-13719.75
9198,-13646.5
9199,-13587.75
9200,-13386.0
9201,-13202.5
9202,-13108.0
9203,-13120.75
9204,-13332.0
9205,-13362.25
9206,-13433.75
9207,-13356.5
9208,-13474.0
9209,-13383.25
9210,-13180.25
9211,-13398.75
9212,-13375.75
9213,-13323.25
9214,-13295.25
9215,-13805.75
9216,-14019.75
9217,-13809.5
9218,-13837.75
9219,-13894.25
9220,-13634.5
9221,-13719.0
9222,-13450.75
9223,-13403.25
9224,-13506.75
9225,-13306.75
9226,-13304.75
9227,-13334.25
9228,-13362.25
9229,-13279.75
9230,-13436.75
9231,-13590.5
9232,-13591.0
9233,-13834.0
9234,-14201.5
9235,-14317.0
9236,-14102.75
9237,-14128.0
9238,-14090.25
9239,-14146.5
9240,-14131.25
9241,-14182.0
9242,-14169.5
9243,-14130.25
9244,-14046.25
9245,-13956.75
9246,-13881.25
9247,-13685.0
9248,-13577.5
9249,-13687.5
9250,-13800.25
9251,-13798.75
9252,-13741.25
9253,-14113.25
9254,-14369.5
9255,-14383.0
9256,-14304.25
9257,-14179.75
9258,-14275.25
9259,-14483.0
9260,-14434.0
9261,-14364.25
9262,-14557.5
9263,-14445.25
9264,-14198.5
9265,-14093.5
9266,-13952.0
9267,-14080.75
9268,-14235.25
9269,-14203.25
9270,-14141.75
9271,-14239.0
9272,-14375.5
9273,-14519.25
9274,-14626.75
9275,-14485.75
9276,-14417.0
9277,-14348.25
9278,-14344.0
9279,-14180.0
9280,-14162.25
9281,-14268.5
9282,-14350.0
9283,-14460.25
9284,-14593.5
9285,-14616.0
9286,-14590.25
9287,-14454.25
9288,-14525.25
9289,-14550.5
9290,-14442.5
9291,-14450.5
9292,-14630.75
9293,-14718.0
9294,-14611.25
9295,-14418.0
9296,-14192.75
9297,-14175.0
9298,-14497.0
9299,-14600.5
9300,-14750.0
9301,-14776.25
9302,-14777.0
9303,-14170.0
9304,-14017.5
9305,-14280.75
9306,-14601.25
9307,-14398.5
9308,-14148.75
9309,-14108.25
9310,-14196.25
9311,-14196.0
9312,-14229.25
9313,-14181.75
9314,-14251.0
9315,-14348.5
9316,-14739.75
9317,-14818.5
9318,-14981.5
9319,-14968.5
9320,-14700.0
9321,-14252.0
9322,-14237.5
9323,-14433.0
9324,-14722.5
9325,-14571.75
9326,-14408.0
9327,-14635.75
9328,-14546.5
9329,-14544.75
9330,-14648.75
9331,-14593.75
9332,-14419.0
9333,-14376.75
9334,-14376.0
9335,-14552.25
9336,-14601.25
9337,-15081.25
9338,-14759.75
9339,-14476.25
9340,-14490.0
9341,-14599.75
9342,-14610.25
9343,-14313.0
9344,-14239.25
9345,-14085.0
9346,-14115.5
9347,-14234.25
9348,-14351.25
9349,-14521.75
9350,-14638.75
9351,-14901.25
9352,-14825.75
9353,-14627.75
9354,-14488.5
9355,-14477.25
9356,-14683.75
9357,-15011.5
9358,-14927.75
9359,-14762.25
9360,-14332.75
9361,-14261.5
9362,-14148.5
9363,-14032.5
9364,-14335.25
9365,-14587.5
9366,-14656.75
9367,-14538.0
9368,-14615.75
9369,-15080.25
9370,-15186.5
9371,-14867.0
9372,-14807.0
9373,-14924.75
9374,-15139.0
9375,-15331.0
9376,-15227.5
9377,-15010.5
9378,-14536.25
9379,-14314.5
9380,-14633.0
9381,-14592.0
9382,-14446.75
9383,-14529.0
9384,-14415.75
9385,-14453.0
9386,-14241.25
9387,-14190.25
9388,-14355.0
9389,-14270.25
9390,-14145.0
9391,-14332.0
9392,-14567.75
9393,-14617.75
9394,-14910.75
9395,-15052.5
9396,-14646.25
9397,-14309.5
9398,-14310.25
9399,-14278.5
9400,-14436.75
9401,-14444.25
9402,-14292.25
9403,-14194.0
9404,-14286.75
9405,-14230.25
9406,-14069.0
9407,-14167.0
9408,-14429.0
9409,-14521.25
9410,-14606.75
9411,-14599.0
9412,-14610.0
9413,-14177.75
9414,-14315.75
9415,-14320.75
9416,-14279.0
9417,-14313.75
9418,-14458.5
9419,-14636.0
9420,-14400.25
9421,-14310.5
9422,-14342.0
9423,-14149.5
9424,-14165.75
9425,-14251.0
9426,-14376.0
9427,-14467.25
9428,-14443.5
9429,-14425.5
9430,-14745.25
9431,-14805.0
9432,-14617.25
9433,-14308.0
9434,-14255.75
9435,-14597.25
9436,-14422.25
9437,-14281.0
9438,-14296.5
9439,-14337.5
9440,-14379.5
9441,-14580.75
9442,-14509.75
9443,-14773.5
9444,-14694.0
9445,-14675.0
9446,-14787.75
9447,-14980.25
9448,-14983.5
9449,-14772.5
9450,-14404.75
9451,-14387.0
9452,-14355.0
9453,-14462.75
9454,-14432.75
9455,-14461.25
9456,-14537.0
9457,-14567.75
9458,-14541.25
9459,-14434.75
9460,-14707.5
9461,-14820.75
9462,-14940.5
9463,-15023.0
9464,-15010.0
9465,-15178.75
9466,-15214.25
9467,-15010.5
9468,-14883.25
9469,-14857.0
9470,-14737.75
9471,-14772.75
9472,-14708.75
9473,-14849.25
9474,-14824.25
9475,-14814.0
9476,-14652.25
9477,-14625.25
9478,-14405.25
9479,-14453.25
9480,-14508.0
9481,-14779.75
9482,-15321.5
9483,-15321.75
9484,-15359.75
9485,-15226.5
9486,-14855.5
9487,-14678.5
9488,-14675.0
9489,-14586.5
9490,-14421.5
9491,-14449.25
9492,-14287.0
9493,-14302.75
9494,-14343.25
9495,-14377.0
9496,-14457.0
9497,-14410.5
9498,-14471.0
9499,-14597.75
9500,-14677.0
9501,-14947.75
9502,-14995.25
9503,-15015.75
9504,-14817.0
9505,-14939.0
9506,-15067.25
9507,-15063.5
9508,-14825.25
9509,-14605.75
9510,-14362.5
9511,-14220.5
9512,-14162.75
9513,-14222.75
9514,-14322.5
9515,-14200.0
9516,-14557.0
9517,-14585.75
9518,-14600.25
9519,-14589.5
9520,-14556.0
9521,-14390.0
9522,-14731.75
9523,-14775.75
9524,-14686.0
9525,-14906.25
9526,-14873.5
9527,-14789.0
9528,-14912.75
9529,-15010.0
9530,-14940.25
9531,-14746.5
9532,-14432.25
9533,-14323.25
9534,-14177.0
9535,-13972.75
9536,-13806.75
9537,-13852.75
9538,-14008.0
9539,-14166.5
9540,-14165.0
9541,-14028.75
9542,-14155.75
9543,-13981.5
9544,-13904.5
9545,-14141.75
9546,-14408.0
9547,-14416.25
9548,-14659.75
9549,-14862.5
9550,-14813.75
9551,-14686.75
9552,-14682.75
9553,-14573.75
9554,-14432.75
9555,-14622.0
9556,-14245.25
9557,-14314.75
9558,-14463.75
9559,-14691.75
9560,-14531.0
9561,-14406.5
9562,-14265.25
9563,-14404.0
9564,-14708.0
9565,-14883.75
9566,-14866.0
9567,-14559.25
9568,-14558.25
9569,-14630.5
9570,-14594.0
9571,-14751.75
9572,-14876.0
9573,-14839.5
9574,-14580.5
9575,-14458.75
9576,-14439.0
9577,-14108.25
9578,-14245.5
9579,-14244.25
9580,-14288.75
9581,-14196.25
9582,-14227.0
9583,-14292.5
9584,-14250.75
9585,-14475.5
9586,-14559.75
9587,-14446.25
9588,-14348.0
9589,-14512.25
9590,-14477.5
9591,-14495.25
9592,-14795.5
9593,-14940.5
9594,-15033.5
9595,-14904.5
9596,-14667.5
9597,-14572.25
9598,-14651.75
9599,-14931.75
9600,-14955.5
9601,-14951.75
9602,-14920.5
9603,-14650.25
9604,-14551.75
9605,-14698.5
9606,-14672.75
9607,-14553.75
9608,-14842.75
9609,-14937.25
9610,-14912.25
9611,-14920.0
9612,-14915.0
9613,-14850.75
9614,-14630.0
9615,-14531.25
9616,-14534.25
9617,-14516.5
9618,-14917.0
9619,-14950.0
9620,-14822.75
9621,-14588.0
9622,-14348.75
9623,-14155.25
9624,-14027.75
9625,-14153.5
9626,-13940.25
9627,-13950.75
9628,-14311.25
9629,-14245.0
9630,-14366.0
9631,-14549.25
9632,-14516.5
9633,-14421.25
9634,-14456.0
9635,-14476.0
9636,-14792.25
9637,-15166.0
9638,-15028.0
9639,-15256.0
9640,-14868.25
9641,-14581.5
9642,-14704.0
9643,-14740.5
9644,-14571.5
9645,-14598.5
9646,-14585.5
9647,-14791.5
9648,-14703.75
9649,-14834.0
9650,-14805.5
9651,-14862.75
9652,-15038.75
9653,-14961.5
9654,-15142.75
9655,-15070.25
9656,-15084.0
9657,-14890.75
9658,-14669.25
9659,-14564.25
9660,-14632.5
9661,-14645.5
9662,-14519.0
9663,-14492.75
9664,-14459.0
9665,-14504.0
9666,-14431.0
9667,-14405.0
9668,-14412.5
9669,-14489.25
9670,-14595.5
9671,-14725.0
9672,-14727.5
9673,-14526.0
9674,-14380.0
9675,-14443.5
9676,-14449.25
9677,-14342.75
9678,-14232.75
9679,-14291.5
9680,-14102.5
9681,-13874.75
9682,-13889.5
9683,-13723.25
9684,-13718.75
9685,-13814.5
9686,-13876.0
9687,-14060.75
9688,-14449.25
9689,-14538.5
9690,-14715.5
9691,-14536.25
9692,-14630.5
9693,-14746.25
9694,-14778.75
9695,-14956.25
9696,-14792.25
9697,-14613.25
9698,-14627.75
9699,-14624.25
9700,-14687.75
9701,-14871.25
9702,-14656.5
9703,-14516.0
9704,-14379.0
9705,-13955.75
9706,-14199.5
9707,-14327.0
9708,-14132.0
9709,-14431.0
9710,-14300.0
9711,-14209.75
9712,-14205.75
9713,-14134.5
9714,-14176.75
9715,-14108.5
9716,-13922.25
9717,-13859.0
9718,-13967.75
9719,-13996.75
9720,-13972.75
9721,-13808.75
9722,-13907.5
9723,-14015.0
9724,-13994.5
9725,-14157.25
9726,-13800.25
9727,-13883.75
9728,-14097.25
9729,-14327.5
9730,-14210.75
9731,-14044.0
9732,-13996.0
9733,-14099.0
9734,-13940.5
9735,-14029.5
9736,-13823.0
9737,-13595.0
9738,-13789.0
9739,-13891.5
9740,-14002.0
9741,-14258.5
9742,-14336.0
9743,-14352.0
9744,-14457.75
9745,-14490.0
9746,-14524.0
9747,-14655.5
9748,-14707.75
9749,-14993.5
9750,-14858.25
9751,-14373.5
9752,-14271.0
9753,-14302.5
9754,-14230.5
9755,-14161.25
9756,-14189.0
9757,-14251.75
9758,-14207.0
9759,-13849.75
9760,-13965.25
9761,-14139.25
9762,-14295.0
9763,-14246.25
9764,-14176.25
9765,-14188.25
9766,-14335.0
9767,-14711.25
9768,-14799.0
9769,-14624.0
9770,-14580.0
9771,-14512.25
9772,-14361.25
9773,-14084.75
9774,-13894.5
9775,-13590.75
9776,-13739.0
9777,-13822.0
9778,-13923.0
9779,-14079.0
9780,-14084.0
9781,-14316.5
9782,-14667.5
9783,-14721.75
9784,-14890.25
9785,-14807.25
9786,-14990.0
9787,-15276.5
9788,-15511.5
9789,-15741.75
9790,-15628.5
9791,-15479.5
9792,-15358.75
9793,-14813.25
9794,-14181.5
9795,-13967.75
9796,-14447.0
9797,-14629.75
9798,-14784.5
9799,-14546.75
9800,-14530.0
9801,-14569.5
9802,-14400.75
9803,-14217.75
9804,-14207.75
9805,-14109.75
9806,-14272.75
9807,-14450.75
9808,-14660.25
9809,-14437.0
9810,-14468.75
9811,-14608.0
9812,-14457.75
9813,-14185.0
9814,-13940.5
9815,-13904.0
9816,-13956.75
9817,-13958.25
9818,-14027.75
9819,-13875.5
9820,-13996.0
9821,-14026.5
9822,-14134.25
9823,-14117.75
9824,-14237.0
9825,-14055.5
9826,-13946.25
9827,-13992.25
9828,-14286.5
9829,-14584.0
9830,-14476.5
9831,-14351.75
9832,-14256.75
9833,-14356.0
9834,-14310.0
9835,-14215.5
9836,-14409.5
9837,-14377.0
9838,-14260.5
9839,-14484.25
9840,-14573.25
9841,-14162.75
9842,-14191.25
9843,-14376.25
9844,-14519.0
9845,-14377.5
9846,-14124.25
9847,-14064.75
9848,-14122.0
9849,-13956.5
9850,-13955.0
9851,-14046.5
9852,-14073.0
9853,-13966.75
9854,-14147.25
9855,-14251.25
9856,-14402.0
9857,-14469.5
9858,-14372.5
9859,-14295.0
9860,-14278.5
9861,-14595.5
9862,-14512.0
9863,-14467.75
9864,-14342.75
9865,-14393.0
9866,-14336.25
9867,-14145.5
9868,-14174.5
9869,-14262.5
9870,-14424.0
9871,-14511.0
9872,-14511.25
9873,-14552.5
9874,-14458.5
9875,-14461.25
9876,-14476.5
9877,-14623.75
9878,-14970.0
9879,-14629.75
9880,-14496.75
9881,-14404.75
9882,-14637.25
9883,-14789.75
9884,-15078.75
9885,-15046.0
9886,-14886.0
9887,-14679.75
9888,-14924.25
9889,-14771.0
9890,-14885.0
9891,-14574.0
9892,-14434.25
9893,-14370.5
9894,-14186.25
9895,-14297.75
9896,-14573.75
9897,-14283.5
9898,-14233.25
9899,-14156.5
9900,-14165.0
9901,-14400.5
9902,-14462.5
9903,-14417.0
9904,-14771.25
9905,-14851.0
9906,-14819.75
9907,-14576.0
9908,-14341.75
9909,-14567.75
9910,-14767.0
9911,-14637.0
9912,-14444.5
9913,-14470.75
9914,-14726.5
9915,-14657.5
9916,-14505.0
9917,-14530.0
9918,-14280.75
9919,-14430.75
9920,-14681.5
9921,-14741.25
9922,-14742.5
9923,-14709.0
9924,-14819.25
9925,-14623.75
9926,-14725.25
9927,-14922.0
9928,-14987.25
9929,-14988.25
9930,-14919.5
9931,-14589.0
9932,-14585.5
9933,-14469.5
9934,-14563.0
9935,-14314.0
9936,-14316.75
9937,-14227.25
9938,-14172.0
9939,-14012.0
9940,-13943.75
9941,-13872.25
9942,-13846.25
9943,-13959.25
9944,-14297.0
9945,-14335.75
9946,-14846.0
9947,-14894.0
9948,-14476.75
9949,-14420.0
9950,-14155.25
9951,-14035.75
9952,-14125.5
9953,-14231.0
9954,-14226.75
9955,-14208.0
9956,-14337.25
9957,-14267.0
9958,-14240.0
9959,-14275.75
9960,-14145.5
9961,-14291.75
9962,-14538.25
9963,-14714.75
9964,-14770.5
9965,-15006.5
9966,-15167.75
9967,-15017.5
9968,-14754.25
9969,-14535.5
9970,-14530.0
9971,-14536.75
9972,-14547.5
9973,-14255.0
9974,-14156.75
9975,-14301.5
9976,-14473.0
9977,-14472.5
9978,-14467.25
9979,-14553.5
9980,-14442.25
9981,-14745.75
9982,-15061.5
9983,-15018.0
9984,-14894.25
9985,-14756.75
9986,-14672.5
9987,-14765.25
9988,-14537.75
9989,-14487.75
9990,-14368.0
9991,-14356.5
9992,-14217.0
9993,-14115.0
9994,-14206.25
9995,-14158.75
9996,-14366.25
9997,-14511.25
9998,-14442.75
9999,-14191.5
10000,-14609.0
10001,-14715.5
10002,-14352.0
10003,-14275.0
10004,-14156.0
10005,-14198.25
10006,-14262.75
10007,-14216.25
10008,-14418.0
10009,-14312.25
10010,-14036.75
10011,-14018.5
10012,-13881.75
10013,-13861.0
10014,-13798.25
10015,-13851.5
10016,-14015.75
10017,-14345.5
10018,-14506.75
10019,-14502.5
10020,-14614.75
10021,-14594.25
10022,-14502.5
10023,-14401.75
10024,-14271.75
10025,-14256.5
10026,-14362.75
10027,-14281.5
10028,-14364.5
10029,-14494.75
10030,-14388.5
10031,-14332.5
10032,-14598.25
10033,-14505.5
10034,-14389.25
10035,-14645.75
10036,-14311.5
10037,-14268.25
10038,-14170.75
10039,-14180.5
10040,-14144.5
10041,-14246.75
10042,-14269.5
10043,-14378.25
10044,-14376.25
10045,-14572.25
10046,-14645.25
10047,-14693.75
10048,-14587.25
10049,-14583.0
10050,-14546.25
10051,-14523.5
10052,-14775.5
10053,-15034.25
10054,-15053.0
10055,-14905.0
10056,-14668.75
10057,-14469.5
10058,-14280.0
10059,-14236.0
10060,-14153.25
10061,-14110.75
10062,-14112.5
10063,-14211.5
10064,-14108.0
10065,-14008.0
10066,-14374.25
10067,-14884.25
10068,-14874.75
10069,-15039.5
10070,-14885.0
10071,-14921.0
10072,-14891.75
10073,-14595.0
10074,-14444.25
10075,-14056.75
10076,-14196.75
10077,-14358.25
10078,-14474.75
10079,-14415.0
10080,-14218.5
10081,-14335.75
10082,-14375.75
10083,-14283.75
10084,-14365.75
10085,-14536.75
10086,-14783.25
10087,-15223.25
10088,-15570.25
10089,-15359.75
10090,-15245.25
10091,-15035.5
10092,-15104.0
10093,-15063.25
10094,-15101.0
10095,-15052.0
10096,-14990.5
10097,-14739.5
10098,-14569.25
10099,-14720.75
10100,-14668.25
10101,-14693.25
10102,-14625.0
10103,-14511.0
10104,-14624.75
10105,-14880.75
10106,-15202.75
10107,-15110.75
10108,-15181.0
10109,-15311.25
10110,-15190.25
10111,-15102.5
10112,-14877.5
10113,-14736.25
10114,-14537.5
10115,-14432.25
10116,-14315.0
10117,-14539.0
10118,-14570.5
10119,-14625.25
10120,-14525.25
10121,-14553.0
10122,-14560.25
10123,-14639.25
10124,-14482.0
10125,-14461.75
10126,-14820.25
10127,-14628.75
10128,-14208.75
10129,-14482.25
10130,-14712.25
10131,-14848.0
10132,-14589.0
10133,-14387.25
10134,-14477.75
10135,-14544.5
10136,-14446.25
10137,-14403.25
10138,-14146.0
10139,-14135.25
10140,-14164.75
10141,-14151.0
10142,-14343.25
10143,-14433.25
10144,-14387.5
10145,-14178.25
10146,-13991.5
10147,-14372.25
10148,-14357.0
10149,-14459.0
10150,-14507.25
10151,-14737.75
10152,-14864.0
10153,-14793.5
10154,-14565.75
10155,-14497.0
10156,-14352.75
10157,-14414.75
10158,-14457.75
10159,-14475.25
10160,-14520.0
10161,-14598.0
10162,-14619.25
10163,-14613.5
10164,-14870.25
10165,-14575.5
10166,-14591.5
10167,-14588.25
10168,-14610.5
10169,-14530.25
10170,-14533.75
10171,-14564.0
10172,-14567.75
10173,-14564.25
10174,-14682.5
10175,-14724.0
10176,-14831.25
10177,-14930.5
10178,-15045.75
10179,-14581.0
10180,-14236.25
10181,-14533.75
10182,-14394.0
10183,-14062.0
10184,-13880.75
10185,-13859.0
10186,-13885.75
10187,-13974.25
10188,-13849.25
10189,-13660.0
10190,-13664.25
10191,-13683.25
10192,-13950.5
10193,-14149.25
10194,-14133.5
10195,-14180.75
10196,-14710.5
10197,-14729.5
10198,-14928.0
10199,-14719.25
10200,-14415.5
10201,-14484.25
10202,-14452.0
10203,-14571.0
10204,-14801.75
10205,-14820.25
10206,-14656.5
10207,-14355.0
10208,-14193.75
10209,-14063.5
10210,-14071.75
10211,-14234.5
10212,-14386.25
10213,-14232.75
10214,-14235.0
10215,-14298.75
10216,-14311.25
10217,-14472.25
10218,-14559.25
10219,-14775.25
10220,-14537.25
10221,-14396.0
10222,-14311.75
10223,-14177.75
10224,-13830.0
10225,-13808.0
10226,-13691.25
10227,-13744.0
10228,-13696.75
10229,-13607.5
10230,-13544.25
10231,-13688.75
10232,-13636.75
10233,-13581.75
10234,-13861.75
10235,-13746.25
10236,-13824.0
10237,-14018.75
10238,-14218.0
10239,-14151.25
10240,-13998.75
10241,-14001.75
10242,-13785.5
10243,-13875.75
10244,-14124.75
10245,-14098.25
10246,-14233.0
10247,-14246.75
10248,-14232.0
10249,-14277.25
10250,-14255.75
10251,-14145.5
10252,-13977.5
10253,-13933.0
10254,-13885.5
10255,-14048.0
10256,-14098.25
10257,-14234.5
10258,-14070.5
10259,-14007.25
10260,-13940.5
10261,-14167.25
10262,-14133.75
10263,-14080.0
10264,-14128.25
10265,-14112.0
10266,-13813.25
10267,-13336.25
10268,-13229.75
10269,-13410.5
10270,-13694.0
10271,-14031.25
10272,-13800.5
10273,-13593.25
10274,-13626.75
10275,-13323.25
10276,-13213.5
