,0
535,-13239.75
536,-13116.75
537,-13045.75
538,-12898.5
539,-12891.0
540,-12847.5
541,-12701.75
542,-12682.5
543,-12840.25
544,-12699.25
545,-12703.0
546,-12419.25
547,-12291.5
548,-12304.0
549,-12577.25
550,-12661.25
551,-12793.0
552,-12634.5
553,-12627.5
554,-12688.25
555,-12871.75
556,-13300.75
557,-13487.0
558,-13235.75
559,-12642.5
560,-12006.25
561,-11519.75
562,-11578.25
563,-11824.25
564,-12054.75
565,-12295.25
566,-12432.0
567,-12450.0
568,-12327.5
569,-12373.5
570,-12136.75
571,-12208.75
572,-12238.75
573,-12261.5
574,-12229.75
575,-12220.25
576,-12461.25
577,-12415.25
578,-12220.5
579,-12213.5
580,-12239.5
581,-12033.25
582,-12006.25
583,-12144.25
584,-12266.0
585,-12596.75
586,-12689.75
587,-12551.5
588,-12490.25
589,-12385.5
590,-12189.25
591,-12363.25
592,-12513.75
593,-12441.25
594,-12294.75
595,-12377.25
596,-12353.5
597,-12320.0
598,-12207.75
599,-12150.25
600,-12250.5
601,-12362.25
602,-12330.25
603,-12284.75
604,-12039.0
605,-12066.25
606,-11916.0
607,-11738.75
608,-11879.75
609,-12195.0
610,-12572.75
611,-12459.75
612,-12402.5
613,-12217.25
614,-12345.25
615,-12325.25
616,-12223.25
617,-12211.25
618,-12277.0
619,-12303.25
620,-12298.25
621,-12683.5
622,-12675.25
623,-12698.25
624,-12772.0
625,-12572.75
626,-12437.5
627,-12192.75
628,-12150.75
629,-12456.0
630,-12543.5
631,-12661.75
632,-12772.0
633,-12684.5
634,-12568.25
635,-12475.5
636,-12322.25
637,-12348.25
638,-12340.5
639,-12524.5
640,-12526.0
641,-12463.5
642,-12415.0
643,-12411.25
644,-12354.0
645,-12246.25
646,-12458.0
647,-12671.5
648,-12616.0
649,-12508.75
650,-12265.0
651,-12242.75
652,-12222.25
653,-12240.0
654,-12403.75
655,-12299.75
656,-12245.0
657,-12254.25
658,-12386.25
659,-12269.5
660,-12024.5
661,-11889.0
662,-12089.0
663,-12123.5
664,-12209.25
665,-12425.25
666,-12448.75
667,-12292.0
668,-12400.75
669,-12540.0
670,-12521.75
671,-12414.5
672,-12449.5
673,-12489.0
674,-12408.75
675,-12295.75
676,-12079.5
677,-12021.75
678,-12261.25
679,-12321.5
680,-12250.0
681,-12340.0
682,-12504.25
683,-12482.5
684,-12416.25
685,-12782.5
686,-12673.25
687,-12868.25
688,-12808.5
689,-12582.0
690,-12399.5
691,-12240.5
692,-12175.75
693,-12153.75
694,-11987.25
695,-11987.0
696,-12105.0
697,-12108.25
698,-12261.0
699,-12245.0
700,-12072.0
701,-11991.5
702,-11971.25
703,-12039.25
704,-12127.5
705,-12281.75
706,-12280.5
707,-12080.25
708,-11961.75
709,-12016.75
710,-11953.5
711,-11917.75
712,-11956.5
713,-12032.25
714,-12087.75
715,-12048.75
716,-12172.5
717,-12186.5
718,-12351.0
719,-12435.0
720,-12434.25
721,-12270.25
722,-12246.75
723,-12298.25
724,-12375.0
725,-12513.25
726,-12612.5
727,-12557.5
728,-12493.25
729,-12417.25
730,-12306.0
731,-12271.25
732,-12139.75
733,-12001.0
734,-11921.25
735,-12027.75
736,-12117.25
737,-12397.5
738,-12258.25
739,-11978.25
740,-12115.25
741,-12375.0
742,-12663.25
743,-12737.75
744,-12736.5
745,-12565.0
746,-12394.25
747,-12106.25
748,-11988.0
749,-12133.5
750,-12145.5
751,-12287.75
752,-12157.5
753,-12092.0
754,-12230.75
755,-12263.75
756,-12027.75
757,-12100.75
758,-12031.75
759,-12186.0
760,-12162.0
761,-12254.25
762,-12497.0
763,-12480.0
764,-12415.5
765,-12483.75
766,-12511.75
767,-12499.0
768,-12368.75
769,-12238.5
770,-12324.75
771,-12127.75
772,-12189.75
773,-12071.75
774,-11811.75
775,-11538.75
776,-11725.25
777,-11759.0
778,-11638.75
779,-11652.75
780,-11621.75
781,-11563.0
782,-11650.25
783,-11523.25
784,-11573.5
785,-11630.75
786,-12050.75
787,-12433.75
788,-12487.0
789,-12299.0
790,-12203.5
791,-12495.5
792,-12636.25
793,-12441.5
794,-12329.75
795,-12156.0
796,-12168.75
797,-12288.25
798,-12221.5
799,-12477.25
800,-12525.5
801,-12411.75
802,-12456.5
803,-12575.25
804,-12433.5
805,-12575.0
806,-12557.75
807,-12679.75
808,-12676.5
809,-12676.0
810,-12711.75
811,-12585.75
812,-12384.75
813,-12236.75
814,-12220.25
815,-12046.0
816,-12112.75
817,-12150.75
818,-12282.75
819,-12274.5
820,-12158.25
821,-11936.25
822,-11680.0
823,-11792.0
824,-11742.0
825,-11622.75
826,-11692.0
827,-11539.5
828,-11429.25
829,-11335.75
830,-11275.25
831,-11125.25
832,-11077.0
833,-11553.25
834,-11900.75
835,-11842.25
836,-11928.25
837,-12046.25
838,-11806.0
839,-11835.75
840,-11673.75
841,-11601.25
842,-11650.0
843,-11539.0
844,-11634.0
845,-11962.5
846,-11926.0
847,-12104.25
848,-12250.75
849,-12126.5
850,-12181.5
851,-12174.5
852,-12076.0
853,-12165.75
854,-12388.0
855,-12487.75
856,-12417.25
857,-12305.0
858,-12405.0
859,-12335.25
860,-12207.0
861,-12330.0
862,-12135.0
863,-12106.25
864,-12045.5
865,-11888.75
866,-11885.5
867,-11912.25
868,-11962.75
869,-11872.75
870,-11925.25
871,-11903.25
872,-11895.5
873,-11587.75
874,-11220.0
875,-11183.25
876,-11287.5
877,-11392.25
878,-11551.5
879,-11463.0
880,-11347.25
881,-11543.0
882,-11502.75
883,-11610.25
884,-11750.0
885,-11961.25
886,-12143.5
887,-12341.25
888,-12460.25
889,-12294.0
890,-12335.5
891,-12245.0
892,-12361.75
893,-12277.0
894,-12456.25
895,-12525.0
896,-12559.5
897,-12629.25
898,-12802.5
899,-12909.25
900,-12993.25
901,-12786.0
902,-12793.5
903,-12854.75
904,-12903.25
905,-12837.0
906,-12693.75
907,-12820.0
908,-12782.5
909,-12480.0
910,-12375.0
911,-12156.75
912,-12101.5
913,-12028.75
914,-11803.25
915,-11426.25
916,-11548.75
917,-11646.0
918,-11549.0
919,-11546.0
920,-11390.0
921,-11323.5
922,-11495.0
923,-11817.25
924,-11826.25
925,-11776.25
926,-11629.0
927,-11478.0
928,-11524.0
929,-11639.25
930,-11699.0
931,-11899.0
932,-12515.5
933,-12864.25
934,-12812.5
935,-12818.75
936,-12717.25
937,-12732.75
938,-12346.25
939,-12224.75
940,-12266.5
941,-12501.25
942,-12645.0
943,-12455.25
944,-12633.0
945,-12743.25
946,-12729.25
947,-12809.25
948,-12888.0
949,-12714.25
950,-12572.75
951,-12797.5
952,-12791.75
953,-12685.75
954,-12634.75
955,-12459.5
956,-12357.75
957,-12383.0
958,-12214.25
959,-12254.0
960,-12427.75
961,-12419.5
962,-12273.5
963,-12221.0
964,-12024.0
965,-12112.25
966,-12017.0
967,-12090.0
968,-11876.25
969,-11978.75
970,-12322.0
971,-12161.25
972,-11925.75
973,-11963.5
974,-12067.25
975,-12087.75
976,-11871.0
977,-12007.25
978,-12028.75
979,-11919.5
980,-12007.25
981,-12131.25
982,-12071.75
983,-12221.0
984,-12069.5
985,-12278.5
986,-12127.0
987,-12064.75
988,-11963.5
989,-11928.75
990,-11891.5
991,-11943.25
992,-11891.25
993,-11835.5
994,-11829.5
995,-11659.75
996,-11724.25
997,-11707.5
998,-11883.5
999,-11752.0
1000,-11546.25
1001,-11462.25
1002,-11215.25
1003,-10987.75
1004,-10735.25
1005,-10474.5
1006,-10391.0
1007,-10517.5
1008,-10488.0
1009,-10251.0
1010,-10078.0
1011,-9909.246
1012,-9848.996
1013,-9753.496
1014,-9656.246
1015,-9623.746
1016,-9642.246
1017,-9499.996
1018,-9360.746
1019,-9230.246
1020,-9205.246
1021,-9256.496
1022,-9118.496
1023,-8795.496
1024,-8674.496
1025,-8550.246
1026,-8206.246
1027,-8042.246
1028,-8105.496
1029,-8296.996
1030,-8110.496
1031,-7836.246
1032,-7666.246
1033,-7464.996
1034,-7115.246
1035,-6678.996
1036,-6646.746
1037,-6313.996
1038,-5980.996
1039,-5932.996
1040,-5665.246
1041,-5567.496
1042,-5566.496
1043,-5759.746
1044,-5631.996
1045,-5326.746
1046,-5567.996
1047,-5648.496
1048,-5749.996
1049,-5685.496
1050,-5288.246
1051,-4744.246
1052,-4563.746
1053,-4518.246
1054,-4691.246
1055,-4745.996
1056,-4788.996
1057,-5151.246
1058,-5297.746
1059,-5752.496
1060,-6105.246
1061,-6159.246
1062,-6060.246
1063,-5875.246
1064,-6250.746
1065,-6527.746
1066,-6703.996
1067,-6964.496
1068,-7118.746
1069,-6810.746
1070,-6729.496
1071,-6609.996
1072,-6694.746
1073,-6852.996
1074,-7146.996
1075,-7202.496
1076,-7218.496
1077,-7176.746
1078,-7408.496
1079,-7313.746
1080,-7484.996
1081,-7673.996
1082,-7717.496
1083,-7767.746
1084,-7875.746
1085,-7944.996
1086,-7691.496
1087,-7420.996
1088,-7528.996
1089,-7861.996
1090,-7955.496
1091,-7777.496
1092,-7634.496
1093,-7462.996
1094,-7523.746
1095,-7786.746
1096,-7920.246
1097,-8049.996
1098,-7713.746
1099,-7636.746
1100,-7671.496
1101,-7555.746
1102,-7562.996
1103,-7889.746
1104,-8156.496
1105,-8183.746
1106,-8219.996
1107,-8343.996
1108,-8484.746
1109,-8533.246
1110,-8807.746
1111,-8920.496
1112,-9244.496
1113,-9321.246
1114,-9415.496
1115,-9560.496
1116,-9661.496
1117,-9616.996
1118,-9686.746
1119,-9724.246
1120,-9844.996
1121,-9722.996
1122,-9666.246
1123,-9837.246
1124,-9946.246
1125,-10070.75
1126,-9857.746
1127,-9912.246
1128,-10093.0
1129,-10217.5
1130,-10081.75
1131,-10109.0
1132,-10123.75
1133,-10154.5
1134,-10076.25
1135,-10313.75
1136,-10667.75
1137,-10330.5
1138,-10301.0
1139,-10392.75
1140,-10132.25
1141,-10220.5
1142,-10150.25
1143,-9805.496
1144,-9925.246
1145,-9832.496
1146,-9973.996
1147,-9844.496
1148,-10125.75
1149,-10121.25
1150,-9906.746
1151,-9963.746
1152,-10040.75
1153,-10227.5
1154,-10196.0
1155,-10474.75
1156,-10636.0
1157,-10518.0
1158,-10830.75
1159,-11009.75
1160,-10992.75
1161,-10966.75
1162,-10979.5
1163,-11161.5
1164,-11623.75
1165,-11650.0
1166,-11579.0
1167,-11727.0
1168,-11658.0
1169,-11498.25
1170,-11379.25
1171,-11300.5
1172,-11133.75
1173,-11034.75
1174,-11218.75
1175,-11388.5
1176,-11351.0
1177,-11504.75
1178,-11831.75
1179,-11745.75
1180,-11897.25
1181,-12024.25
1182,-12002.75
1183,-11756.5
1184,-11583.25
1185,-11766.0
1186,-11808.0
1187,-11801.75
1188,-11689.0
1189,-11603.0
1190,-11547.75
1191,-11603.0
1192,-11537.5
1193,-11518.5
1194,-11499.75
1195,-11486.75
1196,-11483.5
1197,-11217.5
1198,-11291.75
1199,-11479.25
1200,-11942.25
1201,-12186.5
1202,-12217.75
1203,-11948.5
1204,-11914.5
1205,-11940.75
1206,-12156.25
1207,-11982.5
1208,-11888.5
1209,-11597.75
1210,-11751.0
1211,-12186.5
1212,-12407.75
1213,-12530.0
1214,-12521.0
1215,-12581.75
1216,-12436.75
1217,-12262.0
1218,-11973.75
1219,-11763.25
1220,-11696.0
1221,-11465.25
1222,-11625.5
1223,-11771.25
1224,-11894.25
1225,-11897.5
1226,-11913.75
1227,-11727.25
1228,-11933.25
1229,-12128.25
1230,-12252.75
1231,-12258.75
1232,-12133.5
1233,-12123.25
1234,-11997.5
1235,-11939.0
1236,-12086.5
1237,-12179.75
1238,-12348.75
1239,-12377.75
1240,-12349.0
1241,-12269.75
1242,-12153.75
1243,-12077.75
1244,-12005.5
1245,-12258.0
1246,-12417.0
1247,-12204.0
1248,-12357.5
1249,-12426.5
1250,-12382.75
1251,-12542.75
1252,-12447.5
1253,-12391.5
1254,-12157.25
1255,-12107.25
1256,-12173.0
1257,-12069.25
1258,-11929.0
1259,-11791.25
1260,-11947.75
1261,-12013.75
1262,-11995.75
1263,-11985.0
1264,-12097.5
1265,-12224.75
1266,-12344.25
1267,-12189.0
1268,-12211.25
1269,-12836.5
1270,-13065.25
1271,-12784.25
1272,-12601.25
1273,-12663.25
1274,-12325.5
1275,-12422.75
1276,-12386.5
1277,-12396.75
1278,-12404.25
1279,-12478.25
1280,-12372.75
1281,-12431.5
1282,-12476.25
1283,-12620.75
1284,-12744.75
1285,-12700.25
1286,-12473.75
1287,-12426.75
1288,-12624.0
1289,-12703.5
1290,-12898.25
1291,-13018.25
1292,-13305.75
1293,-13207.5
1294,-12856.0
1295,-12616.25
1296,-12527.5
1297,-12440.75
1298,-12374.25
1299,-12477.25
1300,-12414.25
1301,-12468.0
1302,-12367.75
1303,-12827.0
1304,-12852.5
1305,-12585.0
1306,-12440.25
1307,-12582.5
1308,-13004.0
1309,-12898.0
1310,-12899.5
1311,-12685.0
1312,-12410.75
1313,-12368.5
1314,-12481.0
1315,-12825.75
1316,-12804.5
1317,-12755.5
1318,-12933.5
1319,-12852.25
1320,-12709.75
1321,-12551.75
1322,-12386.0
1323,-12408.0
1324,-12508.5
1325,-12475.0
1326,-12404.5
1327,-12580.75
1328,-12885.75
1329,-12938.75
1330,-12877.5
1331,-12476.5
1332,-12496.5
1333,-12502.0
1334,-12450.5
1335,-12492.75
1336,-12454.0
1337,-12575.75
1338,-12572.25
1339,-12482.25
1340,-12304.0
1341,-12528.75
1342,-12640.75
1343,-12727.75
1344,-12479.0
1345,-12515.5
1346,-12624.75
1347,-12767.75
1348,-12896.5
1349,-12663.25
1350,-12563.0
1351,-12423.25
1352,-12472.5
1353,-12622.5
1354,-12607.5
1355,-12782.25
1356,-12704.25
1357,-12554.0
1358,-12524.75
1359,-12491.5
1360,-12376.25
1361,-12504.75
1362,-12460.75
1363,-12371.0
1364,-12427.75
1365,-12528.5
1366,-12557.0
1367,-12368.25
1368,-12130.75
1369,-12292.25
1370,-12561.5
1371,-12579.0
1372,-12521.75
1373,-12885.5
1374,-12665.75
1375,-12465.5
1376,-12498.25
1377,-12424.0
1378,-12479.75
1379,-12698.5
1380,-12762.25
1381,-12859.25
1382,-12829.75
1383,-12835.25
1384,-12703.0
1385,-12877.0
1386,-12764.0
1387,-12674.0
1388,-12581.75
1389,-12809.0
1390,-12857.25
1391,-13032.25
1392,-13189.0
1393,-12994.0
1394,-13086.5
1395,-12963.5
1396,-12959.75
1397,-12622.25
1398,-12552.25
1399,-12370.5
1400,-12366.5
1401,-12262.5
1402,-12147.25
1403,-11966.0
1404,-12129.5
1405,-12455.25
1406,-12555.25
1407,-12369.5
1408,-12475.75
1409,-12404.25
1410,-12434.5
1411,-12457.5
1412,-12298.25
1413,-12875.25
1414,-13188.25
1415,-13055.5
1416,-12712.0
1417,-12403.25
1418,-12362.0
1419,-12190.25
1420,-12320.5
1421,-12382.25
1422,-12428.0
1423,-12325.0
1424,-12341.75
1425,-12387.5
1426,-12479.0
1427,-12601.75
1428,-12306.5
1429,-12130.25
1430,-12388.25
1431,-12672.0
1432,-12664.75
1433,-12564.0
1434,-12609.5
1435,-12453.0
1436,-12768.75
1437,-12803.25
1438,-12694.75
1439,-12721.5
1440,-12456.5
1441,-12344.0
1442,-12362.75
1443,-12464.0
1444,-12214.0
1445,-12299.0
1446,-12295.5
1447,-12009.0
1448,-11888.75
1449,-12131.5
1450,-12289.5
1451,-12310.5
1452,-12027.25
1453,-12030.25
1454,-12107.25
1455,-12191.25
1456,-12199.5
1457,-12365.0
1458,-12658.5
1459,-12876.5
1460,-12961.5
1461,-12820.75
1462,-12489.0
1463,-12292.0
1464,-12340.75
1465,-12283.75
1466,-12350.5
1467,-12271.75
1468,-12063.75
1469,-11956.75
1470,-11988.25
1471,-12175.25
1472,-12072.75
1473,-12177.25
1474,-12189.0
1475,-12147.5
1476,-12220.25
1477,-12255.0
1478,-12264.5
1479,-12234.5
1480,-12031.0
1481,-11871.25
1482,-11889.0
1483,-11903.0
1484,-11910.25
1485,-11889.5
1486,-12138.75
1487,-12123.25
1488,-12212.0
1489,-12435.25
1490,-12296.0
1491,-12064.0
1492,-12128.5
1493,-12239.25
1494,-12391.5
1495,-12284.25
1496,-12217.75
1497,-12079.5
1498,-12111.25
1499,-12329.0
1500,-12091.75
1501,-12372.5
1502,-12427.5
1503,-12192.0
1504,-12219.75
1505,-12207.25
1506,-12349.75
1507,-12587.0
1508,-12779.0
1509,-12523.75
1510,-12519.5
1511,-12705.0
1512,-12684.0
1513,-12776.25
1514,-12767.5
1515,-12555.5
1516,-12255.5
1517,-12005.5
1518,-11860.0
1519,-12149.75
1520,-12199.5
1521,-12041.5
1522,-11886.5
1523,-11832.25
1524,-11895.5
1525,-11930.0
1526,-12007.25
1527,-12160.5
1528,-11915.25
1529,-11991.0
1530,-11915.25
1531,-11775.75
1532,-11872.75
1533,-11780.0
1534,-11885.25
1535,-11663.5
1536,-11979.0
1537,-11909.25
1538,-12007.75
1539,-12014.75
1540,-11827.25
1541,-11869.5
1542,-11914.75
1543,-12033.75
1544,-12016.0
1545,-12155.0
1546,-12129.5
1547,-12179.25
1548,-12359.75
1549,-12393.25
1550,-12415.25
1551,-12110.0
1552,-11843.5
1553,-11815.5
1554,-11885.0
1555,-12006.25
1556,-11762.5
1557,-11646.75
1558,-11561.25
1559,-11686.75
1560,-12110.0
1561,-12257.5
1562,-12140.0
1563,-11867.25
1564,-11509.25
1565,-11391.5
1566,-11481.25
1567,-11563.0
1568,-11602.75
1569,-11727.25
1570,-11757.25
1571,-11768.0
1572,-11599.75
1573,-11669.25
1574,-11707.0
1575,-11485.0
1576,-11464.0
1577,-11442.25
1578,-11583.75
1579,-11789.5
1580,-11906.25
1581,-12016.25
1582,-12125.75
1583,-11985.25
1584,-11501.0
1585,-11493.5
1586,-11424.0
1587,-11418.75
1588,-11501.25
1589,-11570.25
1590,-11645.75
1591,-11565.0
1592,-11699.5
1593,-12161.75
1594,-12446.25
1595,-12573.0
1596,-12193.75
1597,-11939.0
1598,-12002.5
1599,-11908.5
1600,-11887.25
1601,-11840.5
1602,-11928.0
1603,-11942.5
1604,-12002.25
1605,-12048.75
1606,-11867.0
1607,-11455.75
1608,-11278.0
1609,-11474.25
1610,-11459.75
1611,-11510.75
1612,-11315.0
1613,-11413.25
1614,-11419.5
1615,-11376.75
1616,-11554.0
1617,-11605.25
1618,-11909.75
1619,-12003.0
1620,-11883.5
1621,-11811.0
1622,-11762.25
1623,-11492.0
1624,-11754.0
1625,-11520.5
1626,-11348.0
1627,-11507.75
1628,-11466.25
1629,-11282.25
1630,-11244.75
1631,-11089.0
1632,-11191.25
1633,-11314.5
1634,-11374.25
1635,-11410.5
1636,-11704.5
1637,-11654.5
1638,-11907.75
1639,-11891.0
1640,-11876.5
1641,-12071.25
1642,-12318.25
1643,-12120.25
1644,-12032.25
1645,-11944.25
1646,-12000.75
1647,-12257.75
1648,-12446.5
1649,-12242.0
1650,-12005.25
1651,-12099.25
1652,-12198.75
1653,-11992.0
1654,-11860.25
1655,-11729.75
1656,-11804.0
1657,-11953.0
1658,-12141.0
1659,-12067.5
1660,-12012.0
1661,-12089.75
1662,-12153.75
1663,-12433.5
1664,-12561.25
